__id,countryName,iso3166Alpha2Code,iso3166Alpha3Code,m49code,wbCountryCode,wbIncomeLevelCode,wbIncomeLevelName,wbLendingTypeCode,wbLendingTypeName,wbRegion,wbRegionCode,responseDate,roundId,extendedBreakCode,educationStatusCode,educationStatusPrePrimaryCode,educationStatusPrimaryCode,educationStatusLowerSecondaryCode,educationStatusUpperSecondaryCode,educationStatusHigherCode,educationStatusVocationalCode,vaccineAvailabilityForTeachersCode,inPersonAdditionalSupportPrePrimary,inPersonAdditionalSupportPrimary,inPersonAdditionalSupportLowerSecondary,inPersonAdditionalSupportUpperSecondary,remoteEducationModalitiesPrePrimaryCode,remoteEducationModalitiesPrimaryCode,remoteEducationModalitiesLowerSecondaryCode,remoteEducationModalitiesUpperSecondaryCode,remoteEducationModalitiesHigherCode,remoteEducationModalitiesVocationalCode,inPersonPrioritizationCategoriesCode,inPersonPrioritizationGradeLevelCode,inPersonPrioritizationStudentNeedCode,inPersonPrioritizationGeographyCode,inPersonLearningCoveragePrePrimaryCode,inPersonLearningCoveragePrimaryCode,inPersonLearningCoverageLowerSecondaryCode,inPersonLearningCoverageUpperSecondaryCode,inPersonLearningCoverageHigherCode,inPersonLearningCoverageVocationalCode
recrgszcuinz6iFmA,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-27,4,2,2,,,,,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,
rectcmSf0ga5m219u,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-10,5,2,2,,,,,,,1,,,,,"1,2","1,2",1,1,1,1,,,,,,,,,,
recLfLUtDRc3CDPsA,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-07,6,2,"3,2",3,3,2,2,2,2,1,7,7,7,7,"1,2","1,2",1,"1,2",1,1,1,2,,,6,1,6,6,6,6
recjnSvkHy7RvGMxm,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-20,7,2,"4,3,2",4,"4,3",2,2,2,2,1,7,7,7,7,1,"1,2",1,"1,2",1,1,1,"1,2",,15,1,2,6,6,6,6
recbAUkORu1yEaMxd,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-03,8,2,"2,4","2,4","2,4","2,4","2,4","2,4","2,4",1,8,8,8,8,1,1,1,1,1,1,5,,,,1,1,1,1,1,1
recfh5o5b26vRC9HJ,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-17,9,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec9Qsy9mm6VW0R4d,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-01,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rechl5kvw59xXo4NX,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-15,11,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recY8IUsDSnBTfwG5,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-29,12,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recdyaA27HHIYnePS,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-11,13,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recWKns2xQDxsAgxw,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-26,14,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recQLebIZe9DFDo06,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-09,15,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec0dalsdUMYTlqqA,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-23,16,2,4,4,4,4,4,1,1,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,6,6
recRL7nFUPGfOqZPO,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-07,17,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recWHcCahukzrZ32d,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-21,18,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recDtuABPjszj7scb,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-04,19,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recG6ePMtVUFUo5Wn,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-16,20,2,4,4,4,4,4,4,5,6,8,8,8,8,,,,,,,1,"1,2",,,1,1,1,1,1,5
rec6Z4XK1DMxklGWQ,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-02,21,2,4,4,4,4,4,4,4,6,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
recWGN0Udf6DmVWeB,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-17,22,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec678mjX7v1xl9kt,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-03,23,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recsd24cMrYvQ2PyU,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-20,24,2,4,4,4,4,4,4,4,6,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
rec5jbwiCiG7B2HVd,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-01,25,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recG3As7jSQLei0EX,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-01,1,2,2,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,
recgQOLl3Ywow9qvA,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-23,2,2,"2,4",,,,,,,2,8,8,8,8,8,1,1,1,1,1,"1,2","1,2","23,7,9",,5,5,5,5,5,5
recN7qhPDuLhyrYgn,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-13,3,2,"3,4",,,,,,,2,5,5,5,8,7,1,1,1,1,7,"1,2,3","1,2,19","9,11",15,1,1,3,3,3,1
recQzf2VeDY2sjCR8,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-29,4,2,"2,3,4",,,,,,,2,4,4,4,4,1,1,1,1,1,1,"1,2","1,2,6","7,9,12",15,1,1,3,3,3,2
rechHWnN0Gjv23Lrm,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-12,5,2,"3,4",,,,,,,2,4,4,4,4,6,1,1,1,1,1,"1,2","1,2,19,6",23,15,1,1,1,2,2,1
rec5aNK0pBoMGfdti,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-09,6,2,"4,3",4,4,4,3,3,4,2,"3,4,5","3,4,5","3,4,5","3,4,5",,,,,,,"1,2","1,2","7,8,9,10,11,12",15,5,5,5,5,5,5
rec7A7CFB9bLc8lKQ,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-18,7,2,4,4,4,4,4,3,3,2,4,4,4,4,7,7,7,1,1,7,1,"1,2,19,20,3",,15,1,1,1,2,2,5
recMZ7moZZHEgS1Vr,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-30,8,2,4,4,4,4,4,5,4,2,4,4,4,4,,,,,,,5,,,,1,1,1,1,5,1
recnqHaDR6l7X9S1k,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-17,9,2,4,4,4,4,4,4,4,2,"4,5","4,5","4,5","4,5",,,,,,,5,,,,1,1,1,1,1,1
recy7KxEZbjDdfQ0x,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-03,10,2,4,4,4,4,4,4,4,2,"4,5","4,5","4,5","4,5",,,,,,,5,,,,1,1,1,1,1,1
recQlONEMSNN4NKHX,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-15,11,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recsfHQhv5VQu9Tvs,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-24,12,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recqoqZ4m6EVS5X3s,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-12,13,2,4,4,4,4,4,4,4,7,"3,4,5","3,4,5","3,4,5","3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recBqbslSIuFb4AR3,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-26,14,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
rec8cTHYHJd6eiwJF,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-07,15,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recU9V4E08y4YpZxb,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-20,16,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recc4PMy83wErSfCC,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-07,17,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
reclZltyXIdE0dJ5O,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-17,18,2,4,4,4,4,4,4,4,7,"3,4","3,4","3,4","3,4",,,,,,,5,,,,1,1,1,1,1,1
recX46xeAtAgxJdDS,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-28,19,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recJ4SA2M0SYawH6T,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-21,20,2,4,4,4,4,4,4,4,7,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
rec8k1JPQlvozrNz4,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-06,21,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
rectyMFOLNWMbdEXy,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-19,22,2,4,4,4,4,4,4,4,7,"3,4","3,4","3,4","3,4",,,,,,,5,,,,1,1,1,1,1,1
rec728gMtvWGGCzVC,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-07,23,1,,,,,,,,7,"3,6","3,6","3,6","3,6",,,,,,,,,,,,,,,,
recy4alZDMToLL87W,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-15,24,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
rec8p5XZFEnUwUGob,Denmark,DK,DNK,208,DNK,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-25,25,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recNpMKoaH0aUE3AP,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-01-28,1,2,4,,,,,,,,,,,,,,,,,,5,,,,1,1,1,1,1,1
recR6czRnrA46rbcX,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-03-02,2,2,4,,,,,,,,1,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recbeL7poXYdknXSQ,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-04-30,6,2,4,4,4,4,4,4,4,1,7,5,5,5,,,,,,,5,,,,3,1,1,1,1,1
rec9krSb8KR6YC0Ar,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-06-21,9,2,4,4,4,4,4,4,4,1,7,5,5,5,,,,,,,5,,,,3,1,1,1,1,1
recvqmIsA6iJzxwt4,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-07-04,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recPVXjtqoFy2fkPe,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-08-16,13,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
rec3Inmh7Or4iGpXV,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-09-01,15,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recMLEB1Ln7Na5fh2,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2021-10-24,18,2,4,4,4,4,4,4,4,6,7,3,8,8,,,,,,,5,,,,1,1,1,1,1,1
recg9fbVeW9WEHmrY,Djibouti,DJ,DJI,262,DJI,LMC,Lower middle income,IDX,IDA,Middle East and North Africa,MENA,2022-02-07,25,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,2,2,2,2,2,2
recijmVS6PrO2FAzg,Dominica (OECS),DM,DMA,212,DMA,UMC,Upper middle income,IDB,Blend,Latin America and Caribbean,LAC,2021-02-13,1,2,"3,4",,,,,,,,,,,,7,"1,2,4,5","1,2,4,5","1,2,4,5",7,1,5,,,,1,1,1,1,1,1
rectcT8ib2IgnPuFl,Dominica (OECS),DM,DMA,212,DMA,UMC,Upper middle income,IDB,Blend,Latin America and Caribbean,LAC,2021-02-26,2,2,"3,4",,,,,,,2,1,7,7,7,7,"1,2,4,5","1,2,4,5","1,2,4,5",7,1,5,,,,1,1,1,1,1,1
rec09B1Dypp8xPHu3,Dominica (OECS),DM,DMA,212,DMA,UMC,Upper middle income,IDB,Blend,Latin America and Caribbean,LAC,2021-07-02,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recDSz8m4M6HP5iux,Dominica (OECS),DM,DMA,212,DMA,UMC,Upper middle income,IDB,Blend,Latin America and Caribbean,LAC,2021-12-13,22,1,,,,,,,,1,7,7,7,7,,,,,,,,,,,,,,,,
recrY0l1tFlymr6lt,Dominica (OECS),DM,DMA,212,DMA,UMC,Upper middle income,IDB,Blend,Latin America and Caribbean,LAC,2022-02-01,25,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
reclFLoIm1o2w23m4,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-09,1,2,2,,,,,,,,,,,,6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",6,6,,,,,,,,,,
recC7ZMfpjCgb8P12,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-24,2,2,2,,,,,,,2,,,,,6,"2,3,4,5","2,3,4,5","2,3,4,5",6,6,,,,,,,,,,
recQTBCiFnJQ5yQiQ,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-04-30,6,2,2,1,2,2,2,2,2,1,,,,,6,"2,3,4,5","2,3,4,5","2,3,4,5",6,6,,,,,,,,,,
rec0nhq94inSZSyYt,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-07-01,10,2,2,1,2,2,2,2,2,1,,,,,6,"2,3,4,5","2,3,4,5","2,3,4,5",6,6,,,,,,,,,,
rec7jAtVokWjlnj2c,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-07-26,12,2,2,1,2,2,2,2,2,1,,,,,6,"2,3,4,5","2,3,4,5","2,3,4,5",6,6,,,,,,,,,,
rec0YbAJ9AAf5kYte,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-09-13,15,1,1,1,1,1,1,5,5,6,,,,,,,,,,,,,,,,,,,,
recpPOat5580h90D4,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-11-23,21,2,3,3,3,3,3,5,5,6,"1,2","1,2","1,2","1,2","1,2,3,5","1,2,3,5","1,2,3,5","1,2,3,5",6,6,5,,,,1,1,1,1,5,5
recsKZjqBKvTmv32P,Dominican Republic,DO,DOM,214,DOM,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2022-02-07,25,2,3,3,3,3,3,5,5,6,"1,2","1,2","1,2","1,2","1,2,3,5","1,2,3,5","1,2,3,5","1,2,3,5",6,6,5,,,,1,1,1,1,5,5
recnyYBS0aOW0xObR,Ecuador,EC,ECU,218,ECU,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-12,1,2,2,,,,,,,,,,,,"1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,
recpclO0Gnz6wwOSI,Ecuador,EC,ECU,218,ECU,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-26,2,2,2,,,,,,,2,,,,,"1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,
recF7bKMnm6aicZNp,Ecuador,EC,ECU,218,ECU,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-05-04,6,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",1,7,7,7,7,"1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4",5,,,,6,6,6,6,5,5
recsAEO6Q3MjiHW15,Ecuador,EC,ECU,218,ECU,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-10-20,18,2,4,4,4,4,4,3,3,6,3,"3,5",3,8,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,5,,,,3,3,3,3,5,3
recOgHEDKtKSSumym,Ecuador,EC,ECU,218,ECU,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-12-03,21,2,3,3,3,3,3,3,3,5,3,"3,5",3,8,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,5,,,,3,3,3,3,5,3
recMQCzwMMSr4Bncd,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-02-03,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
recQME9ntAUd8Ikrh,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-02-23,2,1,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,
rec4T81H7dN3311H6,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-04-01,4,2,3,,,,,,,2,8,8,8,8,6,2,"1,2",1,6,"1,2",5,,,,5,5,5,5,5,5
rec4LUHlCCkcz4jni,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-04-06,5,2,3,,,,,,,2,8,8,8,8,6,2,"1,2",1,6,"1,2",5,,,,5,5,5,5,5,5
recvQJCcOJRkAunkX,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-04-29,6,2,"4,3",4,4,3,3,3,4,2,8,8,8,8,6,2,"1,2",1,6,"1,2",5,,,,5,5,5,5,5,5
recrHGOdSvAH2FUTi,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-06-04,8,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rec8qSRGBgKRVoEg8,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-06-14,9,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recMLhR5SnKg2ShrI,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-07-03,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recIwah9bTINcm3g5,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-08-14,13,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recOZ21iPaOVq6kce,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-08-31,14,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recH3sg5oYSgie0uC,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-10-22,18,2,4,4,4,4,4,4,4,1,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
reccM9EGca7OAyM4s,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-11-22,20,2,4,4,4,4,4,4,4,1,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recH7XCa0KwI91B26,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2022-01-04,23,2,4,4,4,4,4,4,4,1,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recjE30JWbhc8v8df,"Egypt, Arab Rep.",EG,EGY,818,EGY,LMC,Lower middle income,IBD,IBRD,Middle East and North Africa,MENA,2022-01-28,25,2,4,4,4,4,4,4,4,1,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recEgwwBiDm4cZdbZ,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-12,1,2,2,,,,,,,,,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,"1,2",,,,,,,,,,
recQyCHjGwZaMhGxv,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-26,2,2,2,,,,,,,2,,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,"1,2",,,,,,,,,,
rec8twmu6qvEkZ5dW,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-05-03,6,2,3,3,3,3,3,3,3,1,7,7,7,7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,"1,2",5,,,,3,3,3,3,3,3
recI5ty79sQjl5yfX,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-10-19,18,2,"3,2","3,2","3,2","3,2","3,2","3,2","3,2",6,1,1,1,1,"1,2,3,5","1,2,3,5","1,2,3,5","1,2,3,5",1,"1,2,3,5",5,,,,4,3,3,3,4,3
recMM76Nt9Onwkab0,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-11-30,21,2,"3,2","3,2","3,2","3,2","3,2","3,2","3,2",6,1,1,1,1,"1,2,3,5","1,2,3,5","1,2,3,5","1,2,3,5",1,"1,2,3,5",5,,,,4,3,3,3,4,3
recxkfn75VkbHN7nb,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-12-13,22,1,,,,,,,,6,1,1,1,1,,,,,,,,,,,,,,,,
recqs4fJmifBL7znr,El Salvador,SV,SLV,222,SLV,LMC,Lower middle income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-28,25,1,,,,,,,,6,1,1,1,1,,,,,,,,,,,,,,,,
recrlxpVsytXPuo4g,Equatorial Guinea,GQ,GNQ,226,GNQ,UMC,Upper middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-02-03,1,2,4,,,,,,,,,,,,,,,,,,4,,,,6,5,5,5,5,6
rech2m3AmnqO7yjqx,Equatorial Guinea,GQ,GNQ,226,GNQ,UMC,Upper middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-03-02,2,2,"2,3",,,,,,,1,"5,6","5,6","5,6","5,6","1,2,3,5","1,2,3,5",5,5,6,"1,5",5,,,,1,1,5,1,1,1
rec4JbyPZmNfVp3HI,Equatorial Guinea,GQ,GNQ,226,GNQ,UMC,Upper middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-05-05,6,2,4,4,4,4,4,3,3,1,"5,6","5,6","5,6","5,6","1,2,3,5","1,2,3,5",5,5,6,"1,5",5,,,,1,1,1,1,1,1
recQvZyIP2K10idJj,Equatorial Guinea,GQ,GNQ,226,GNQ,UMC,Upper middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-09-13,15,2,"4,1","4,1","4,1","4,1","4,1",3,3,1,"1,2,5,6","1,2,5,6","1,2,5,6","1,2,5,6","1,2,3,5","1,2,3,4,5","4,5","4,5",6,"1,5",5,,,,1,1,1,1,1,1
recJ3LRqkYyBa6FQn,Equatorial Guinea,GQ,GNQ,226,GNQ,UMC,Upper middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-09-13,15,2,"4,1","4,1","4,1","4,1","4,1",3,3,1,"1,2,5,6","1,2,5,6","1,2,5,6","1,2,5,6","1,2,3,5","1,2,3,4,5","4,5","4,5",6,"1,5",5,,,,1,1,1,1,1,1
