__id,countryName,iso3166Alpha2Code,iso3166Alpha3Code,m49code,wbCountryCode,wbIncomeLevelCode,wbIncomeLevelName,wbLendingTypeCode,wbLendingTypeName,wbRegion,wbRegionCode,responseDate,roundId,extendedBreakCode,educationStatusCode,educationStatusPrePrimaryCode,educationStatusPrimaryCode,educationStatusLowerSecondaryCode,educationStatusUpperSecondaryCode,educationStatusHigherCode,educationStatusVocationalCode,vaccineAvailabilityForTeachersCode,inPersonAdditionalSupportPrePrimary,inPersonAdditionalSupportPrimary,inPersonAdditionalSupportLowerSecondary,inPersonAdditionalSupportUpperSecondary,remoteEducationModalitiesPrePrimaryCode,remoteEducationModalitiesPrimaryCode,remoteEducationModalitiesLowerSecondaryCode,remoteEducationModalitiesUpperSecondaryCode,remoteEducationModalitiesHigherCode,remoteEducationModalitiesVocationalCode,inPersonPrioritizationCategoriesCode,inPersonPrioritizationGradeLevelCode,inPersonPrioritizationStudentNeedCode,inPersonPrioritizationGeographyCode,inPersonLearningCoveragePrePrimaryCode,inPersonLearningCoveragePrimaryCode,inPersonLearningCoverageLowerSecondaryCode,inPersonLearningCoverageUpperSecondaryCode,inPersonLearningCoverageHigherCode,inPersonLearningCoverageVocationalCode
recR8M1UQ6x49frqB,Iceland,IS,ISL,352,ISL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-18,22,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recYseZjXeWuymi5K,Iceland,IS,ISL,352,ISL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-06,23,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recsGOV8zWM3eAEDf,Iceland,IS,ISL,352,ISL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-20,24,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recEraxq6Mn5hIuza,Iceland,IS,ISL,352,ISL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-03,25,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recHX86XSDDdOujy1,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-01-29,1,2,3,,,,,,,,,,,,"4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",6,"1,3","21,22,5",,15,4,4,3,3,3,5
recZCtNLbnBWjaN0Y,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-02-26,2,2,3,,,,,,,3,7,1,1,1,"4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",6,"1,3","21,22,5",,15,4,4,3,3,3,5
recJS5o6vjrvVipW5,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-04-27,6,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
recOYoKc27pxfUD38,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-05-25,8,1,2,2,2,2,2,2,2,1,,,,,"4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",6,,,,,,,,,,
recDWw0XgFyhmi3gj,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-08-31,14,2,3,2,3,3,3,3,3,5,7,5,5,5,"1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8",6,1,"3,21,4,22",,15,6,3,3,3,3,5
recjDwgZyc4xOTyUr,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-09-12,15,2,"3,4",2,3,3,4,4,4,1,7,"2,5","2,5","2,5","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8",6,1,"3,21,4,22,5",,15,6,3,2,2,2,5
recz9hs9VxbOEpHKm,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2021-11-09,20,2,"3,4",2,3,3,4,4,4,1,7,"2,3,5","2,3,5","2,3,5","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8",6,1,"3,21,4,22,5",,15,6,3,2,2,2,5
rec4WMcBTEjCm9BlL,India,IN,IND,356,IND,LMC,Lower middle income,IBD,IBRD,South Asia,SAR,2022-02-04,25,2,3,2,3,3,3,3,3,1,7,"2,3,5","2,3,5","2,3,5","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5,8",6,1,"2,19,20,3,21,4,22,5",,15,6,2,2,2,2,5
reci5Urn1wK19xcFV,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-02-02,1,2,"2,3",,,,,,,,,,,,"1,2,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,4,5","1,4,5",5,,,,5,3,3,3,5,5
recomeG0mjctUEs4L,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-02-25,2,2,"2,3",,,,,,,1,1,7,7,7,"1,2,5,8","1,2,3,4,5,8","1,2,3,4,5,8","1,2,3,4,5","1,4,5","1,4,5",4,,,,5,3,3,3,5,5
recOv4JnswodDxJmU,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-04-04,4,2,"2,3,4",,,,,,,1,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,,5,3,3,3,5,5
recvahTddED9tLJcM,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-05-27,8,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",1,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,,5,3,3,3,5,3
recVIy93oGWYp23aN,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-06-10,9,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",1,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,,5,3,3,3,5,3
reckapMYaBlBoTsIh,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-07-15,11,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rec70eNuWy4zpBWQ3,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-07-22,12,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",1,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,15,5,4,4,4,5,4
recwo23Q5zEZ0GIrt,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-08-12,13,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",6,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,15,5,4,4,4,5,4
receDLAbaE3wMZ7CX,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-09-08,15,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",6,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,15,3,3,3,3,5,3
rec0cjBOlLhG7A4UA,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-09-23,16,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",6,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,15,3,3,3,3,5,3
recn3SscIoLJjqTca,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-10-14,18,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",6,7,7,7,7,"1,2,3,5,8","1,2,3,4,5,8","1,3,4,5,8","1,3,4,5","1,4,5","1,4,5",5,,,15,3,3,3,3,5,3
recBvr8S20QD4csRY,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2021-11-09,20,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",6,7,7,7,7,"1,5,8","1,4,5,8","1,4,5,8","1,4,5","1,4,5","1,4,5",5,,,15,3,3,3,3,5,3
recINC49nZsoib2F4,Indonesia,ID,IDN,360,IDN,UMC,Upper middle income,IBD,IBRD,East Asia and Pacific,EAP,2022-02-02,25,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",6,7,7,7,7,"1,5,8","1,4,5,8","1,4,5,8","1,4,5","1,4,5","1,4,5",5,,,15,2,2,2,2,5,2
recbcol6RAvYcAzrL,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-02-09,1,2,3,,,,,,,,,,,,6,"1,2",1,1,1,7,1,6,,,4,4,4,3,5,1
reckInj3Elu515Lpc,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-03-01,2,2,3,,,,,,,4,,,,,6,"1,2",1,1,1,7,1,6,,,4,4,4,3,5,1
recLPQ95wcCneLYsb,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-04-07,5,2,3,,,,,,,1,8,8,8,8,6,"1,2",1,1,1,7,1,6,,,4,4,4,3,5,1
recHuhHHkg78YZUAs,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-04-29,6,2,"4,3",4,4,4,"4,3",3,4,1,8,8,8,8,6,"1,2",1,1,1,7,1,"22,6",,,4,4,4,3,5,1
recE6fUe0keOAwMKZ,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-06-21,9,2,"4,3",4,4,4,"4,3",3,4,1,8,8,8,8,6,"1,2",1,1,1,7,1,"22,6",,,4,4,4,3,5,1
recO6PH8YQZvkEdE3,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-07-02,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recbpljeGc9EwDkDQ,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-08-16,13,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
reczFVCY2rZgFYxlM,"Iran, Islamic Rep.",IR,IRN,364,IRN,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2022-02-07,25,2,"4,3",4,4,4,"4,3",3,4,6,7,5,5,5,6,"1,2",1,1,1,7,5,,,,1,1,1,1,1,1
recZhlV43tBB06Nlb,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-01-29,1,2,3,,,,,,,,,,,,6,"1,2,4","1,2,4","1,2,4","1,4",6,5,,,,5,1,1,1,1,5
recXPWXPHOTPuu1VK,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-02-26,2,2,3,,,,,,,,8,8,8,8,6,"1,2,4","1,2,4","1,2,4","1,4",6,5,,,,5,1,1,1,1,5
recUdoxnqSafWYVZX,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-04-19,5,2,3,,,,,,,4,8,8,8,8,6,"1,2,4","1,2,4","1,2,4","1,4",6,5,,,,5,1,1,1,1,5
recORc2mMBWyJpZUD,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-05-05,6,2,3,5,3,3,3,5,5,4,8,8,8,8,6,"1,2,4","1,2,4","1,2,4","1,4",6,1,"2,19,21,22",,,5,3,3,3,5,5
recTCndkZmUKQJqaB,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-06-09,9,2,2,5,2,2,2,5,5,4,,,,,6,"1,2,4","1,2,4","1,2,4","1,4",6,,,,,,,,,,
reckaww9WpTBoRc3j,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2021-10-26,19,2,1,1,1,1,1,5,5,2,,,,,,,,,,,,,,,,,,,,
recO2biKnGRnueheh,Iraq,IQ,IRQ,368,IRQ,UMC,Upper middle income,IBD,IBRD,Middle East and North Africa,MENA,2022-02-07,25,1,,,,,,,,5,8,"1,4","1,4","1,4",,,,,,,,,,,,,,,,
recBjn1iNI3cXhPLa,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-01,1,2,2,,,,,,,,,,,,8,"1,2","1,2","1,2",1,1,,,,,,,,,,
recLSBKuJSb2Lylrm,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-28,2,2,2,,,,,,,2,8,8,8,8,1,1,1,1,1,1,2,,9,,,,,,,
recyYJevuBuudiPmK,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-07,3,2,"2,4",,,,,,,2,5,5,6,6,7,7,1,1,1,1,"1,2","1,2","9,23",,1,1,4,4,4,4
recwOTmN2EPXU9R12,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-27,4,2,"2,4",,,,,,,2,"5,6","5,6",7,7,1,1,1,1,1,1,"1,2","1,2,19",9,,1,1,3,3,5,5
recWvN7ioVBUHflKT,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-10,5,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
rec8QYLID5V45ufIB,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-30,6,2,"4,2",4,4,4,2,2,2,2,5,5,5,5,"1,4,5","1,4,5","1,4,5","1,4,5","1,4,5","1,4,5",1,"1,2,19,20,3",,,1,1,2,6,6,6
rec0h9k03UTYYax0y,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-20,7,2,4,4,4,4,4,4,4,2,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recz0BO0GxTpcGu6T,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-03,8,2,4,4,4,4,4,4,4,2,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recdT0iRUgHjI7PbN,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-17,9,2,4,4,4,4,4,4,4,2,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recLN45GewHMyBPGu,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-01,10,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recXuDkP17dJyjRXP,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-15,11,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recb1KsVIAljPhM3n,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-29,12,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
reczSWCrRuE36nV8H,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-12,13,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
reczLbHLZOacsqoU3,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-26,14,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
recqo7TRr6MuhnxwA,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-09,15,2,4,4,4,4,4,4,4,7,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recKluEBFNu5JWem1,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-23,16,2,4,4,4,4,4,4,4,7,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
reci293NuNms1sqUn,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-07,17,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recs4r1UojeI5slEj,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-19,18,2,4,4,4,4,4,5,5,7,8,8,8,8,,,,,,,5,,,,5,5,5,5,5,5
recEFtPX9b9PGk2C9,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-04,19,2,4,4,4,4,4,4,4,7,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recpJ2pVjyAIADgep,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-16,20,2,4,4,4,4,4,5,5,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,5
reccLByz4v7auQOs2,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-29,21,2,4,4,4,4,4,5,5,7,7,7,7,7,,,,,,,5,,,,5,5,5,5,5,5
recMgFE1WCHv0GTTR,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-12,22,2,4,4,4,4,4,5,5,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,5,5
recAvpLb9LSGAod4W,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-06,23,1,,,,,,,,7,3,3,3,3,,,,,,,,,,,,,,,,
recNOKOy6R052uRO2,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-20,24,2,4,4,4,4,4,4,4,7,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
recY9sru7yXydSZIR,Ireland,IE,IRL,372,IRL,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-01,25,2,4,4,4,4,4,4,4,7,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recIMZG35h8zI8FBF,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-01,6,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recapwAA4HSbshIqN,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-20,7,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
rec1trJhY7A7XIATB,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-03,8,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recTqzpC1VKZZygFo,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-15,13,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
recq09pX6db24mKpo,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-27,14,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
recv9lzAzja2K9o1v,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-09,15,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recA39aFgtVUXcGdh,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-23,16,2,4,4,4,4,4,5,5,7,8,8,8,8,,,,,,,5,,,,2,2,2,2,2,2
recdl5hpWwEZZ6myf,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-11,17,2,4,5,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,5,5,5,5,5,5
rec1fMIH81WaLfjaI,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-19,18,2,4,5,4,4,4,4,5,7,8,8,8,8,,,,,,,5,,,,5,5,5,5,5,5
recdLOpNMBcSqyDrr,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-04,19,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recoWECwtGr7AY2Tf,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-18,20,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recUCJVVQ4GXmjeya,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-02,21,2,4,4,4,4,4,4,5,7,7,7,7,7,,,,,,,5,,,,5,5,5,5,5,5
reczvdH7wMgS8AmcI,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-15,22,2,4,5,4,4,4,4,5,7,7,7,7,7,,,,,,,5,,,,2,2,2,2,5,5
recmtcXt53JYc5ZWR,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-06,23,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec6H963pIJdY3tWc,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-20,24,2,4,4,4,4,4,4,4,7,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
rec0oWuaVh9vBQng4,Isle of Man,IM,IMN,833,IMN,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-01,25,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recTZ8jhPdq7ueJ51,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-01-30,1,2,2,,,,,,,,,,,,7,1,1,1,1,1,,,,,,,,,,
recagx8p5OAIUnsa3,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-02-23,2,2,"3,4",,,,,,,1,8,8,3,1,7,1,1,1,1,1,1,"1,2,19,3,4",,15,1,1,1,4,5,5
receiDNJYj0likYbK,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-03-12,3,2,"3,4",,,,,,,2,3,3,3,3,7,7,1,1,1,1,1,"1,2",,,1,1,1,1,1,1
recH43A48jhxxJFXg,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-03-28,4,2,"3,4",,,,,,,2,3,3,3,3,7,7,1,1,1,1,1,"1,2",,,1,1,1,1,1,1
recy9Lvc2kGD2EhGf,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-04-09,5,2,"3,4",,,,,,,2,3,3,3,3,7,7,7,7,1,1,1,"1,2",,15,1,1,1,1,1,1
recdrXPHLUaG3VKjK,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-05-06,6,2,4,4,4,4,4,4,4,2,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
recFfmyikSA6KRsGN,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-05-16,7,2,4,4,4,4,4,4,4,2,3,3,3,3,,,,,,,5,,,15,1,1,1,1,1,1
recRQKm00SxjZyA95,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-05-28,8,2,4,4,4,4,4,4,4,2,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
recwFJXMaloHlDueq,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-06-17,9,2,4,4,4,4,4,4,4,1,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
rec5TyusVy56UI37u,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-07-03,10,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
receTIqbFj5T1IkhY,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-07-15,11,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recptgmtDgOwtDQif,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-07-29,12,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
rechecSg80MoGWjUN,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-08-08,13,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recMjXPv1zvAMTT5m,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-08-26,14,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
rece6mkj65tzr5rnI,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-09-15,16,2,4,4,4,4,4,4,4,6,3,3,3,3,,,,,,,1,"1,2",,15,1,1,1,1,1,1
recXu5DChLaeYn62x,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-09-23,16,2,4,4,4,4,4,4,4,6,,3,3,3,,,,,,,5,,,15,1,1,1,1,1,1
recfaFSdhqIEFBjms,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-10-07,17,2,4,4,4,4,4,4,4,6,3,3,3,"3,5",,,,,,,5,,,15,1,1,1,1,1,1
recN4wNOlLqYmhcxu,Israel,IL,ISR,376,ISR,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-10-20,18,2,4,4,4,4,4,4,4,6,4,4,4,4,,,,,,,1,"1,2",,15,1,1,1,1,1,1
